[01:02:22] Started at 2026-05-22T01:02:22.421100
[01:02:22] Python 3.12.4, lightgbm 4.6.0, xgboost 2.1.4, catboost installed
[01:02:22] Targets:  ['gender', 'age', 'mood']
[01:02:22] Families: ['lgb', 'xgb', 'cat', 'hgb', 'et']
[01:02:22] Trials:   lgb=300 xgb=250 cat=150 hgb=80 et=60
[01:02:22] Top-K stack: lgb=5 xgb=4 cat=4 hgb=3 et=2
[01:02:22] Resumable mode: False
[01:02:22] X: (6710, 441)  gender boys/girls=2758/3952  age mean=20.8  mood mean=18.1
[01:02:22] 
############# TARGET: GENDER #############
[01:02:22] --- LGB search on gender: 300 trials ---
[02:54:19]   trial 228/300  AUC=0.8702  (20.9s, elapsed 112.0m, eta 35.4m)
[02:56:24]   trial 229/300  AUC=0.8639  (125.4s, elapsed 114.0m, eta 35.4m)
[02:56:35]   trial 230/300  AUC=0.8529  (11.1s, elapsed 114.2m, eta 34.8m)
[02:56:58]   trial 231/300  AUC=0.8740  (22.8s, elapsed 114.6m, eta 34.2m)
[02:57:21]   trial 232/300  AUC=0.8690  (22.9s, elapsed 115.0m, eta 33.7m)
[02:57:35]   trial 233/300  AUC=0.8512  (13.7s, elapsed 115.2m, eta 33.1m)
[02:57:46]   trial 234/300  AUC=0.8451  (11.2s, elapsed 115.4m, eta 32.5m)
[02:59:53]   trial 235/300  AUC=0.8747  (127.3s, elapsed 117.5m, eta 32.5m)
[03:00:33]   trial 236/300  AUC=0.8693  (39.6s, elapsed 118.2m, eta 32.1m)
[03:00:43]   trial 237/300  AUC=0.8277  (9.4s, elapsed 118.3m, eta 31.5m)
[03:01:06]   trial 238/300  AUC=0.8707  (23.5s, elapsed 118.7m, eta 30.9m)
[03:01:46]   trial 239/300  AUC=0.8338  (39.8s, elapsed 119.4m, eta 30.5m)
[03:02:57]   trial 240/300  AUC=0.8697  (71.7s, elapsed 120.6m, eta 30.1m)
[03:04:06]   trial 241/300  AUC=0.8625  (68.3s, elapsed 121.7m, eta 29.8m)
[03:04:35]   trial 242/300  AUC=0.8627  (29.6s, elapsed 122.2m, eta 29.3m)
[03:04:47]   trial 243/300  AUC=0.8101  (11.4s, elapsed 122.4m, eta 28.7m)
[03:05:12]   trial 244/300  AUC=0.8699  (25.0s, elapsed 122.8m, eta 28.2m)
[03:05:30]   trial 245/300  AUC=0.8614  (18.5s, elapsed 123.1m, eta 27.6m)
[03:05:48]   trial 246/300  AUC=0.8682  (17.2s, elapsed 123.4m, eta 27.1m)
[03:06:00]   trial 247/300  AUC=0.8658  (12.7s, elapsed 123.6m, eta 26.5m)
[03:06:25]   trial 248/300  AUC=0.8590  (24.4s, elapsed 124.0m, eta 26.0m)
[03:07:08]   trial 249/300  AUC=0.8692  (43.2s, elapsed 124.8m, eta 25.6m)
[03:07:35]   trial 250/300  AUC=0.8722  (27.5s, elapsed 125.2m, eta 25.0m)
[03:07:42]   trial 251/300  AUC=0.8465  (6.5s, elapsed 125.3m, eta 24.5m)
