family,target,trial,score,dt,params
lgb,gender,140,0.853908,42.11,"{""n_estimators"": 1200, ""learning_rate"": 0.008327298799424197, ""num_leaves"": 15, ""max_depth"": 12, ""min_child_samples"": 2, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 7, ""reg_alpha"": 0.000926760680874497, ""reg_lambda"": 2.053123642283488, ""min_split_gain"": 0.00015686871225272043, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,141,0.861082,30.65,"{""n_estimators"": 600, ""learning_rate"": 0.015776850661682145, ""num_leaves"": 23, ""max_depth"": 16, ""min_child_samples"": 2, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.6, ""bagging_freq"": 5, ""reg_alpha"": 0.0029592451349249376, ""reg_lambda"": 0.14792358749918272, ""min_split_gain"": 0.03056447476786728, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,142,0.848173,32.72,"{""n_estimators"": 1600, ""learning_rate"": 0.005622582034696888, ""num_leaves"": 191, ""max_depth"": 5, ""min_child_samples"": 40, ""feature_fraction"": 0.7, ""bagging_fraction"": 1.0, ""bagging_freq"": 10, ""reg_alpha"": 0.023100249405538176, ""reg_lambda"": 6.317354842603089, ""min_split_gain"": 0.0012768823611049745, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,143,0.862313,16.27,"{""n_estimators"": 5000, ""learning_rate"": 0.05109284668536757, ""num_leaves"": 383, ""max_depth"": 7, ""min_child_samples"": 80, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.7, ""bagging_freq"": 10, ""reg_alpha"": 0.0010815976714250754, ""reg_lambda"": 0.03203403821740004, ""min_split_gain"": 0.01984994940783451, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,144,0.868255,58.07,"{""n_estimators"": 1600, ""learning_rate"": 0.01454712203022291, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 3, ""feature_fraction"": 1.0, ""bagging_fraction"": 1.0, ""bagging_freq"": 10, ""reg_alpha"": 0.0006633887365881118, ""reg_lambda"": 0.00032493385440515504, ""min_split_gain"": 0.0003113271001661975, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,145,0.865706,41.95,"{""n_estimators"": 3500, ""learning_rate"": 0.011749577269106151, ""num_leaves"": 255, ""max_depth"": 9, ""min_child_samples"": 2, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 1, ""reg_alpha"": 0.032555471865517764, ""reg_lambda"": 7.86669286684724, ""min_split_gain"": 0.03663990900245856, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,146,0.856332,9.53,"{""n_estimators"": 1600, ""learning_rate"": 0.050629733173091954, ""num_leaves"": 63, ""max_depth"": 16, ""min_child_samples"": 20, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.5, ""bagging_freq"": 7, ""reg_alpha"": 2.0724679767301684, ""reg_lambda"": 0.02327457110376004, ""min_split_gain"": 0.00011840177050460854, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,147,0.873841,113.94,"{""n_estimators"": 5000, ""learning_rate"": 0.010593487442000114, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 3, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.7, ""bagging_freq"": 0, ""reg_alpha"": 0.0006083324213763821, ""reg_lambda"": 3.0355574326319044, ""min_split_gain"": 0.03941633103461059, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,148,0.870197,28.84,"{""n_estimators"": 3500, ""learning_rate"": 0.038145793958236765, ""num_leaves"": 255, ""max_depth"": 6, ""min_child_samples"": 3, ""feature_fraction"": 0.5, ""bagging_fraction"": 1.0, ""bagging_freq"": 7, ""reg_alpha"": 0.07202699069608069, ""reg_lambda"": 0.08653656565993981, ""min_split_gain"": 0.006629953835956301, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,149,0.865665,41.41,"{""n_estimators"": 2400, ""learning_rate"": 0.00811515063086891, ""num_leaves"": 383, ""max_depth"": 16, ""min_child_samples"": 20, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.6, ""bagging_freq"": 7, ""reg_alpha"": 0.004980477794048755, ""reg_lambda"": 0.03282704537272405, ""min_split_gain"": 0.15700414723815675, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,150,0.867641,50.96,"{""n_estimators"": 600, ""learning_rate"": 0.02613965673593615, ""num_leaves"": 63, ""max_depth"": 9, ""min_child_samples"": 5, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.6, ""bagging_freq"": 5, ""reg_alpha"": 0.11926068878527585, ""reg_lambda"": 0.04356628447550965, ""min_split_gain"": 0.06650028763875485, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,151,0.837281,13.93,"{""n_estimators"": 600, ""learning_rate"": 0.0055486840032869505, ""num_leaves"": 383, ""max_depth"": 7, ""min_child_samples"": 80, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 0.19950467328959937, ""reg_lambda"": 0.0010472132417268967, ""min_split_gain"": 0.007640653115172668, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,152,0.859511,41.89,"{""n_estimators"": 5000, ""learning_rate"": 0.009026067541597812, ""num_leaves"": 23, ""max_depth"": 6, ""min_child_samples"": 5, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.9, ""bagging_freq"": 5, ""reg_alpha"": 0.006558623097475961, ""reg_lambda"": 5.7019732038232025, ""min_split_gain"": 0.18508171642438226, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,153,0.840963,27.23,"{""n_estimators"": 1200, ""learning_rate"": 0.0038695288400017094, ""num_leaves"": 63, ""max_depth"": 4, ""min_child_samples"": 5, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.9, ""bagging_freq"": 10, ""reg_alpha"": 0.03271649491965911, ""reg_lambda"": 0.01664592407931245, ""min_split_gain"": 0.0004491935200241757, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,154,0.856500,9.53,"{""n_estimators"": 2400, ""learning_rate"": 0.06948432263378367, ""num_leaves"": 255, ""max_depth"": -1, ""min_child_samples"": 3, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.6, ""bagging_freq"": 1, ""reg_alpha"": 3.8978093871251005, ""reg_lambda"": 0.9921237726390931, ""min_split_gain"": 0.0006209006619385778, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,155,0.872578,68.28,"{""n_estimators"": 1600, ""learning_rate"": 0.0060911454366075575, ""num_leaves"": 255, ""max_depth"": 7, ""min_child_samples"": 10, ""feature_fraction"": 1.0, ""bagging_fraction"": 1.0, ""bagging_freq"": 1, ""reg_alpha"": 0.0002876861683825014, ""reg_lambda"": 0.035045789990721624, ""min_split_gain"": 0.005360868826787642, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,156,0.875203,18.80,"{""n_estimators"": 400, ""learning_rate"": 0.07997987077734814, ""num_leaves"": 127, ""max_depth"": 9, ""min_child_samples"": 5, ""feature_fraction"": 0.5, ""bagging_fraction"": 1.0, ""bagging_freq"": 1, ""reg_alpha"": 0.023657194795766806, ""reg_lambda"": 0.010587553086772583, ""min_split_gain"": 0.0021807249366601117, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,157,0.858405,22.73,"{""n_estimators"": 1200, ""learning_rate"": 0.012018081564387587, ""num_leaves"": 23, ""max_depth"": -1, ""min_child_samples"": 5, ""feature_fraction"": 0.9, ""bagging_fraction"": 1.0, ""bagging_freq"": 10, ""reg_alpha"": 0.10909496568345427, ""reg_lambda"": 0.05770233631664043, ""min_split_gain"": 0.2913893736295788, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,158,0.874658,64.46,"{""n_estimators"": 1600, ""learning_rate"": 0.009910753532183406, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 3, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.7, ""bagging_freq"": 7, ""reg_alpha"": 0.0011250252053292295, ""reg_lambda"": 0.04119578065267827, ""min_split_gain"": 0.037245887743012865, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,159,0.860032,54.65,"{""n_estimators"": 2400, ""learning_rate"": 0.015023346693405477, ""num_leaves"": 15, ""max_depth"": 12, ""min_child_samples"": 20, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.8, ""bagging_freq"": 0, ""reg_alpha"": 0.044614814866561645, ""reg_lambda"": 0.059493971410695366, ""min_split_gain"": 0.0762651695287469, ""path_smooth"": 1.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,160,0.851711,11.04,"{""n_estimators"": 800, ""learning_rate"": 0.032112857375882535, ""num_leaves"": 63, ""max_depth"": 12, ""min_child_samples"": 2, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 2.6498223157592267, ""reg_lambda"": 0.001326864401846811, ""min_split_gain"": 0.12717038619142287, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,161,0.870953,37.17,"{""n_estimators"": 1600, ""learning_rate"": 0.011841213254168252, ""num_leaves"": 47, ""max_depth"": 12, ""min_child_samples"": 40, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 0, ""reg_alpha"": 0.07723306341507934, ""reg_lambda"": 0.5430231955031187, ""min_split_gain"": 0.0007275498544458575, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,162,0.863148,33.69,"{""n_estimators"": 1600, ""learning_rate"": 0.00833232595683116, ""num_leaves"": 47, ""max_depth"": 5, ""min_child_samples"": 3, ""feature_fraction"": 0.4, ""bagging_fraction"": 1.0, ""bagging_freq"": 1, ""reg_alpha"": 0.0021893117488647486, ""reg_lambda"": 0.0016112739840739702, ""min_split_gain"": 0.000819715463018348, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,163,0.853705,10.65,"{""n_estimators"": 2400, ""learning_rate"": 0.05162370286880748, ""num_leaves"": 31, ""max_depth"": 4, ""min_child_samples"": 80, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.6, ""bagging_freq"": 3, ""reg_alpha"": 0.02514904573464215, ""reg_lambda"": 0.0021981682467923517, ""min_split_gain"": 0.003609066604734588, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,164,0.838490,7.79,"{""n_estimators"": 600, ""learning_rate"": 0.04570012889653399, ""num_leaves"": 47, ""max_depth"": -1, ""min_child_samples"": 200, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.5, ""bagging_freq"": 5, ""reg_alpha"": 0.019209623287378286, ""reg_lambda"": 0.500295444068842, ""min_split_gain"": 0.025961409947196958, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,165,0.852027,47.38,"{""n_estimators"": 1200, ""learning_rate"": 0.003107282994523383, ""num_leaves"": 95, ""max_depth"": -1, ""min_child_samples"": 80, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.7, ""bagging_freq"": 3, ""reg_alpha"": 0.0008512042083107141, ""reg_lambda"": 0.014561012568408981, ""min_split_gain"": 0.0022404156621281734, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,166,0.863034,15.70,"{""n_estimators"": 600, ""learning_rate"": 0.07072972593069284, ""num_leaves"": 95, ""max_depth"": 4, ""min_child_samples"": 2, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.9, ""bagging_freq"": 10, ""reg_alpha"": 0.161014370021358, ""reg_lambda"": 0.352636265514587, ""min_split_gain"": 0.06387739637497311, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,167,0.858374,13.46,"{""n_estimators"": 800, ""learning_rate"": 0.05469314528519922, ""num_leaves"": 15, ""max_depth"": 6, ""min_child_samples"": 120, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.6, ""bagging_freq"": 1, ""reg_alpha"": 0.5950966664073998, ""reg_lambda"": 1.464156359530979, ""min_split_gain"": 0.000164452529494697, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,168,0.867383,20.43,"{""n_estimators"": 1200, ""learning_rate"": 0.03162397855371237, ""num_leaves"": 95, ""max_depth"": 6, ""min_child_samples"": 40, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.9, ""bagging_freq"": 5, ""reg_alpha"": 0.000309112470465924, ""reg_lambda"": 0.0007100464872358468, ""min_split_gain"": 0.0001253409362341897, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,169,0.840285,18.81,"{""n_estimators"": 800, ""learning_rate"": 0.007740458973930884, ""num_leaves"": 15, ""max_depth"": 7, ""min_child_samples"": 10, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.8, ""bagging_freq"": 10, ""reg_alpha"": 0.012467708120697238, ""reg_lambda"": 0.000658867291782368, ""min_split_gain"": 0.00015810507903740018, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,170,0.858160,9.82,"{""n_estimators"": 400, ""learning_rate"": 0.0382171950350918, ""num_leaves"": 23, ""max_depth"": -1, ""min_child_samples"": 40, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.9, ""bagging_freq"": 1, ""reg_alpha"": 0.047722666461540025, ""reg_lambda"": 0.0002658624791547426, ""min_split_gain"": 0.005242841298874214, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,171,0.791195,15.50,"{""n_estimators"": 2400, ""learning_rate"": 0.004087540644499535, ""num_leaves"": 31, ""max_depth"": 7, ""min_child_samples"": 200, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.8, ""bagging_freq"": 7, ""reg_alpha"": 0.00021664778906579544, ""reg_lambda"": 0.20175511034833632, ""min_split_gain"": 0.17338292956205237, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,172,0.865164,15.31,"{""n_estimators"": 800, ""learning_rate"": 0.05017362815711435, ""num_leaves"": 15, ""max_depth"": 7, ""min_child_samples"": 10, ""feature_fraction"": 0.7, ""bagging_fraction"": 1.0, ""bagging_freq"": 10, ""reg_alpha"": 0.020016032829672438, ""reg_lambda"": 0.005966481034477081, ""min_split_gain"": 0.0007616264011357283, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,173,0.850131,13.30,"{""n_estimators"": 600, ""learning_rate"": 0.014250152576558369, ""num_leaves"": 191, ""max_depth"": 5, ""min_child_samples"": 2, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.9, ""bagging_freq"": 7, ""reg_alpha"": 1.750361214497884, ""reg_lambda"": 0.8413482282145506, ""min_split_gain"": 0.0019460204829090553, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,174,0.869921,14.74,"{""n_estimators"": 1600, ""learning_rate"": 0.07018886232704911, ""num_leaves"": 63, ""max_depth"": 9, ""min_child_samples"": 80, ""feature_fraction"": 0.6, ""bagging_fraction"": 1.0, ""bagging_freq"": 0, ""reg_alpha"": 0.00040077238505937694, ""reg_lambda"": 0.0010773791599659741, ""min_split_gain"": 0.13123274672343804, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,175,0.860360,37.66,"{""n_estimators"": 600, ""learning_rate"": 0.007302040204397244, ""num_leaves"": 47, ""max_depth"": 7, ""min_child_samples"": 20, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.9, ""bagging_freq"": 5, ""reg_alpha"": 0.02834071214092652, ""reg_lambda"": 2.475064952599341, ""min_split_gain"": 0.0006363228946091191, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,176,0.829687,129.73,"{""n_estimators"": 1200, ""learning_rate"": 0.0030827744810455818, ""num_leaves"": 95, ""max_depth"": -1, ""min_child_samples"": 5, ""feature_fraction"": 0.8, ""bagging_fraction"": 0.9, ""bagging_freq"": 0, ""reg_alpha"": 0.0036474608913523057, ""reg_lambda"": 0.0007268696289167954, ""min_split_gain"": 0.0010717823103363667, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,177,0.866470,17.14,"{""n_estimators"": 1600, ""learning_rate"": 0.04213435577300425, ""num_leaves"": 255, ""max_depth"": 9, ""min_child_samples"": 20, ""feature_fraction"": 0.8, ""bagging_fraction"": 1.0, ""bagging_freq"": 3, ""reg_alpha"": 0.0014739258762929345, ""reg_lambda"": 9.370146558126834, ""min_split_gain"": 0.07859020282576838, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,178,0.862772,59.99,"{""n_estimators"": 3500, ""learning_rate"": 0.006202622976237818, ""num_leaves"": 23, ""max_depth"": 12, ""min_child_samples"": 10, ""feature_fraction"": 0.7, ""bagging_fraction"": 0.6, ""bagging_freq"": 10, ""reg_alpha"": 0.07398378979021976, ""reg_lambda"": 0.0002524472292707677, ""min_split_gain"": 0.07849637107454545, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,179,0.862039,18.41,"{""n_estimators"": 1600, ""learning_rate"": 0.06672892283971901, ""num_leaves"": 23, ""max_depth"": -1, ""min_child_samples"": 10, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 10, ""reg_alpha"": 0.0001392049740087269, ""reg_lambda"": 0.0009315205358015196, ""min_split_gain"": 0.16443652071978168, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,180,0.863371,11.12,"{""n_estimators"": 800, ""learning_rate"": 0.05505673853467801, ""num_leaves"": 63, ""max_depth"": 16, ""min_child_samples"": 20, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.7, ""bagging_freq"": 3, ""reg_alpha"": 0.411973682574658, ""reg_lambda"": 0.2006368263736114, ""min_split_gain"": 0.06765054388753507, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,181,0.858402,13.30,"{""n_estimators"": 600, ""learning_rate"": 0.030943662638305836, ""num_leaves"": 23, ""max_depth"": 12, ""min_child_samples"": 80, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.8, ""bagging_freq"": 1, ""reg_alpha"": 0.004184522589656521, ""reg_lambda"": 3.1624545223184857, ""min_split_gain"": 0.01649384826426063, ""path_smooth"": 0.1, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,182,0.807789,7.52,"{""n_estimators"": 400, ""learning_rate"": 0.003242612635114291, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 20, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.5, ""bagging_freq"": 1, ""reg_alpha"": 0.0003439709571463566, ""reg_lambda"": 0.03163132560777032, ""min_split_gain"": 0.0008136978367693185, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,183,0.862084,13.75,"{""n_estimators"": 800, ""learning_rate"": 0.036967944779466744, ""num_leaves"": 63, ""max_depth"": 16, ""min_child_samples"": 80, ""feature_fraction"": 0.4, ""bagging_fraction"": 1.0, ""bagging_freq"": 1, ""reg_alpha"": 0.0001066939380240784, ""reg_lambda"": 0.0003211628125133262, ""min_split_gain"": 0.05055349966404038, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,184,0.805914,23.03,"{""n_estimators"": 5000, ""learning_rate"": 0.0054360868291628, ""num_leaves"": 63, ""max_depth"": 9, ""min_child_samples"": 200, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.7, ""bagging_freq"": 10, ""reg_alpha"": 0.838750507232918, ""reg_lambda"": 0.0004588431212567217, ""min_split_gain"": 0.08449721325925154, ""path_smooth"": 0.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,185,0.863881,25.53,"{""n_estimators"": 600, ""learning_rate"": 0.02242547945746392, ""num_leaves"": 23, ""max_depth"": 16, ""min_child_samples"": 20, ""feature_fraction"": 1.0, ""bagging_fraction"": 0.7, ""bagging_freq"": 5, ""reg_alpha"": 0.24748908795444152, ""reg_lambda"": 0.1451945388448169, ""min_split_gain"": 0.00994110493629354, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,186,0.873890,53.86,"{""n_estimators"": 3500, ""learning_rate"": 0.01700114666579086, ""num_leaves"": 127, ""max_depth"": 16, ""min_child_samples"": 20, ""feature_fraction"": 0.5, ""bagging_fraction"": 0.8, ""bagging_freq"": 7, ""reg_alpha"": 0.07754856497595751, ""reg_lambda"": 0.005643880167932598, ""min_split_gain"": 0.003418865785283875, ""path_smooth"": 0.1, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,187,0.860631,30.44,"{""n_estimators"": 600, ""learning_rate"": 0.006544622611312015, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 40, ""feature_fraction"": 0.6, ""bagging_fraction"": 0.6, ""bagging_freq"": 5, ""reg_alpha"": 0.010455557855120512, ""reg_lambda"": 0.12091612935812339, ""min_split_gain"": 0.10171772174901832, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,188,0.864799,9.66,"{""n_estimators"": 800, ""learning_rate"": 0.07803563832439213, ""num_leaves"": 47, ""max_depth"": 12, ""min_child_samples"": 20, ""feature_fraction"": 0.4, ""bagging_fraction"": 0.5, ""bagging_freq"": 3, ""reg_alpha"": 2.6032906858890783, ""reg_lambda"": 0.00010296739182318304, ""min_split_gain"": 0.0001690851162063989, ""path_smooth"": 0.0, ""extra_trees"": false, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
lgb,gender,189,0.845673,23.48,"{""n_estimators"": 1600, ""learning_rate"": 0.006899549549010136, ""num_leaves"": 31, ""max_depth"": 4, ""min_child_samples"": 20, ""feature_fraction"": 0.9, ""bagging_fraction"": 0.5, ""bagging_freq"": 10, ""reg_alpha"": 0.5843609080267249, ""reg_lambda"": 0.00040846205740690075, ""min_split_gain"": 0.027884720715728162, ""path_smooth"": 1.0, ""extra_trees"": true, ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": -1, ""objective"": ""binary"", ""metric"": ""auc""}"
