family,target,trial,score,dt,params
xgb,gender,160,0.870290,250.35,"{""n_estimators"": 1600, ""learning_rate"": 0.005484843804913087, ""max_depth"": 8, ""min_child_weight"": 1.689969016480768, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.6, ""reg_alpha"": 4.3847250053709494, ""reg_lambda"": 0.052013961467101945, ""gamma"": 0.13868230866992104, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,161,0.870923,238.36,"{""n_estimators"": 1200, ""learning_rate"": 0.007988063900610657, ""max_depth"": 8, ""min_child_weight"": 4.413495116985545, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.00017391670565322477, ""reg_lambda"": 0.03134929646993448, ""gamma"": 0.04778711253733649, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,162,0.855814,31.34,"{""n_estimators"": 800, ""learning_rate"": 0.019615326865553895, ""max_depth"": 4, ""min_child_weight"": 5.901849744143595, ""subsample"": 0.5, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.00010469676641089288, ""reg_lambda"": 0.0006841467446175157, ""gamma"": 0.4300123414373339, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,163,0.834847,30.47,"{""n_estimators"": 600, ""learning_rate"": 0.014155639570553068, ""max_depth"": 3, ""min_child_weight"": 2.353917839782661, ""subsample"": 0.5, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.06759199734918028, ""reg_lambda"": 6.538197973824814, ""gamma"": 0.003306169611074668, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,164,0.870380,59.59,"{""n_estimators"": 2400, ""learning_rate"": 0.0179769298859585, ""max_depth"": 6, ""min_child_weight"": 0.7044781297555553, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.00037558725625119364, ""reg_lambda"": 0.0005216334426802723, ""gamma"": 0.0005684022171373811, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,165,0.869847,199.76,"{""n_estimators"": 2400, ""learning_rate"": 0.012901468045672854, ""max_depth"": 10, ""min_child_weight"": 2.493021014239918, ""subsample"": 0.5, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.01963215712245664, ""reg_lambda"": 8.580166992813668, ""gamma"": 0.07709408256835565, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,166,0.853747,34.53,"{""n_estimators"": 3500, ""learning_rate"": 0.06630388213698533, ""max_depth"": 3, ""min_child_weight"": 17.654888414330873, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.003031378453926672, ""reg_lambda"": 1.8790582759987473, ""gamma"": 0.0001463116885901002, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,167,0.862488,63.41,"{""n_estimators"": 1200, ""learning_rate"": 0.02489502367615627, ""max_depth"": 4, ""min_child_weight"": 2.413850382189518, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.004940500060528003, ""reg_lambda"": 0.9450098934646085, ""gamma"": 0.0002606467058186581, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,168,0.854491,101.91,"{""n_estimators"": 800, ""learning_rate"": 0.007470958670632448, ""max_depth"": 10, ""min_child_weight"": 25.87295203343489, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.05830110732883775, ""reg_lambda"": 0.074387064768835, ""gamma"": 0.010193710915025843, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,169,0.863588,66.55,"{""n_estimators"": 3500, ""learning_rate"": 0.013628680640626785, ""max_depth"": 5, ""min_child_weight"": 7.6843697437203184, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.003092714089682812, ""reg_lambda"": 0.03578740419200284, ""gamma"": 0.011651666454036067, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,170,0.863700,26.95,"{""n_estimators"": 400, ""learning_rate"": 0.06766481483883859, ""max_depth"": 4, ""min_child_weight"": 0.5590989794449853, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 0.8, ""reg_alpha"": 1.7868698459245997, ""reg_lambda"": 0.0031690474093357566, ""gamma"": 0.009929635669720242, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,171,0.866136,72.90,"{""n_estimators"": 400, ""learning_rate"": 0.017613834428560796, ""max_depth"": 6, ""min_child_weight"": 1.3377545364334669, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.25789688783694403, ""reg_lambda"": 0.3755718389549143, ""gamma"": 0.1389368722331018, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,172,0.854368,102.12,"{""n_estimators"": 800, ""learning_rate"": 0.004225597919895777, ""max_depth"": 7, ""min_child_weight"": 8.39440598966301, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.24274703694977512, ""reg_lambda"": 0.00014655883592731636, ""gamma"": 0.2206436404830616, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,173,0.851776,30.18,"{""n_estimators"": 400, ""learning_rate"": 0.02871392312379025, ""max_depth"": 4, ""min_child_weight"": 0.8581984876073974, ""subsample"": 0.5, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.862371599692492, ""reg_lambda"": 0.015577489428908764, ""gamma"": 0.0008502937079220818, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,174,0.869509,326.17,"{""n_estimators"": 1600, ""learning_rate"": 0.005517639339119522, ""max_depth"": 6, ""min_child_weight"": 1.9000648250755297, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.6300942326109699, ""reg_lambda"": 0.11990101779020462, ""gamma"": 0.5949046168692768, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,175,0.865123,90.24,"{""n_estimators"": 2400, ""learning_rate"": 0.039015723338609636, ""max_depth"": 10, ""min_child_weight"": 2.9534489728176103, ""subsample"": 0.6, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0003082633425836528, ""reg_lambda"": 0.0038736095192714566, ""gamma"": 0.0075217273508537096, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,176,0.846350,121.61,"{""n_estimators"": 1200, ""learning_rate"": 0.0032257457721941293, ""max_depth"": 5, ""min_child_weight"": 3.973872133127939, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 3.2940608983542696, ""reg_lambda"": 0.06657558481187774, ""gamma"": 0.2486154525757993, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,177,0.860208,51.03,"{""n_estimators"": 2400, ""learning_rate"": 0.07527870349692978, ""max_depth"": 10, ""min_child_weight"": 5.942530111261232, ""subsample"": 0.5, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0028321870031163977, ""reg_lambda"": 0.06980589091832816, ""gamma"": 0.00015678755897103632, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,178,0.871586,90.69,"{""n_estimators"": 3500, ""learning_rate"": 0.009861455126184788, ""max_depth"": 8, ""min_child_weight"": 5.020412366599144, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.0003883411878642354, ""reg_lambda"": 0.0008410335619628604, ""gamma"": 0.0025615496150540127, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,179,0.867591,163.57,"{""n_estimators"": 800, ""learning_rate"": 0.003525531538859717, ""max_depth"": 12, ""min_child_weight"": 1.7770521050288817, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.8014484447260837, ""reg_lambda"": 0.004014385310924604, ""gamma"": 0.0012012470447151677, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,180,0.867371,46.92,"{""n_estimators"": 400, ""learning_rate"": 0.03707252236315691, ""max_depth"": 6, ""min_child_weight"": 5.190221201399301, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.17735953513792713, ""reg_lambda"": 0.007355531965395429, ""gamma"": 0.0012438009241535373, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,181,0.864567,49.01,"{""n_estimators"": 2400, ""learning_rate"": 0.02379275337975356, ""max_depth"": 4, ""min_child_weight"": 2.7834842609974384, ""subsample"": 0.9, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.002135044375782543, ""reg_lambda"": 0.1758147184351567, ""gamma"": 0.13836032174166848, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,182,0.863710,134.20,"{""n_estimators"": 1600, ""learning_rate"": 0.006457959672269861, ""max_depth"": 5, ""min_child_weight"": 3.133564636699163, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.07288221028275883, ""reg_lambda"": 0.014289541592847711, ""gamma"": 0.21554810675083177, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,183,0.866570,35.29,"{""n_estimators"": 1600, ""learning_rate"": 0.07985057554694025, ""max_depth"": 8, ""min_child_weight"": 5.471589712965176, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.006425432049951439, ""reg_lambda"": 1.3093231716786342, ""gamma"": 0.9056806373446951, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,184,0.867806,221.48,"{""n_estimators"": 1200, ""learning_rate"": 0.003911849977037895, ""max_depth"": 7, ""min_child_weight"": 2.2920143319263717, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.1288391680744636, ""reg_lambda"": 0.00734159394013829, ""gamma"": 0.07795542311031256, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,185,0.871238,108.04,"{""n_estimators"": 400, ""learning_rate"": 0.040828767412447696, ""max_depth"": 7, ""min_child_weight"": 0.7730776149348507, ""subsample"": 0.5, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.001671372014763599, ""reg_lambda"": 2.5301650594753444, ""gamma"": 0.0329278886552592, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,186,0.872259,84.25,"{""n_estimators"": 1200, ""learning_rate"": 0.045732421198105846, ""max_depth"": 6, ""min_child_weight"": 0.7171011175031771, ""subsample"": 0.9, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.0043566407938299846, ""reg_lambda"": 1.4348975361046887, ""gamma"": 0.02260532977747064, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,187,0.849539,25.81,"{""n_estimators"": 600, ""learning_rate"": 0.015607569851241702, ""max_depth"": 4, ""min_child_weight"": 2.201815224016238, ""subsample"": 0.7, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.8, ""reg_alpha"": 2.8124165512785995, ""reg_lambda"": 0.00026184511947217485, ""gamma"": 0.004691625460057004, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,188,0.851865,25.44,"{""n_estimators"": 800, ""learning_rate"": 0.03689347507481318, ""max_depth"": 3, ""min_child_weight"": 3.557958339116434, ""subsample"": 0.9, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.029838888778771135, ""reg_lambda"": 0.0016748753002149403, ""gamma"": 0.005184800721056611, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,189,0.846324,30.17,"{""n_estimators"": 3500, ""learning_rate"": 0.0407187095744087, ""max_depth"": 3, ""min_child_weight"": 14.401318362952164, ""subsample"": 0.5, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.004228627600752246, ""reg_lambda"": 0.28169585061378677, ""gamma"": 0.00447223762365518, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,190,0.871604,910.73,"{""n_estimators"": 3500, ""learning_rate"": 0.003202236864632933, ""max_depth"": 12, ""min_child_weight"": 3.1375677232060655, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.9616432013071502, ""reg_lambda"": 0.14852018164725458, ""gamma"": 0.034023785102703846, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,191,0.864879,61.15,"{""n_estimators"": 1600, ""learning_rate"": 0.056643699948202855, ""max_depth"": 5, ""min_child_weight"": 4.236100657288506, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.004441396168284632, ""reg_lambda"": 0.003866667339355896, ""gamma"": 0.0020007382842596047, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,192,0.846526,31.20,"{""n_estimators"": 1600, ""learning_rate"": 0.027213729761354628, ""max_depth"": 3, ""min_child_weight"": 10.042506671907375, ""subsample"": 0.5, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.3466712843325376, ""reg_lambda"": 0.00024127898282796955, ""gamma"": 0.0003884628101992646, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,193,0.835854,15.79,"{""n_estimators"": 400, ""learning_rate"": 0.019350558293934034, ""max_depth"": 3, ""min_child_weight"": 3.445428104718264, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.1128256660323526, ""reg_lambda"": 0.00042548779120708536, ""gamma"": 0.0024124339128531415, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,194,0.865916,527.80,"{""n_estimators"": 2400, ""learning_rate"": 0.003129320888011313, ""max_depth"": 7, ""min_child_weight"": 6.501592149111524, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.1483882264946259, ""reg_lambda"": 2.7209844387143582, ""gamma"": 0.1541784024268058, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,195,0.871832,103.56,"{""n_estimators"": 1200, ""learning_rate"": 0.02921499664902122, ""max_depth"": 7, ""min_child_weight"": 0.7097810714142953, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.0016919920588321382, ""reg_lambda"": 0.04232990895839388, ""gamma"": 0.6336644098429586, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,196,0.858263,115.91,"{""n_estimators"": 1200, ""learning_rate"": 0.011696597456634032, ""max_depth"": 12, ""min_child_weight"": 23.1110105351501, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.00015341574839632888, ""reg_lambda"": 1.6113519595292518, ""gamma"": 0.2953018514887596, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,197,0.874185,807.48,"{""n_estimators"": 1200, ""learning_rate"": 0.008088572349070696, ""max_depth"": 10, ""min_child_weight"": 0.632498700454148, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.24809628091451683, ""reg_lambda"": 5.5908518396886535, ""gamma"": 0.0007089619939137472, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,198,0.868359,188.30,"{""n_estimators"": 3500, ""learning_rate"": 0.013398545307711238, ""max_depth"": 12, ""min_child_weight"": 7.79118808358451, ""subsample"": 0.5, ""colsample_bytree"": 0.6, ""colsample_bylevel"": 0.8, ""reg_alpha"": 0.10121581794626346, ""reg_lambda"": 0.0003032237244887166, ""gamma"": 0.0004335145092071486, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,199,0.841884,56.80,"{""n_estimators"": 600, ""learning_rate"": 0.004054429681226429, ""max_depth"": 7, ""min_child_weight"": 1.162519080376443, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.028031509552160095, ""reg_lambda"": 0.9529834773200946, ""gamma"": 0.3575123883738665, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,200,0.857522,23.98,"{""n_estimators"": 400, ""learning_rate"": 0.049699943029773916, ""max_depth"": 4, ""min_child_weight"": 3.9245628143447226, ""subsample"": 0.9, ""colsample_bytree"": 0.5, ""colsample_bylevel"": 0.8, ""reg_alpha"": 1.8624827815322056, ""reg_lambda"": 0.11546027442420355, ""gamma"": 0.04514039657122948, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,201,0.865645,29.21,"{""n_estimators"": 2400, ""learning_rate"": 0.07079643077275996, ""max_depth"": 6, ""min_child_weight"": 4.873703346206182, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.001939474489063437, ""reg_lambda"": 0.0007875359034690497, ""gamma"": 0.008415248263690929, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,202,0.840192,231.77,"{""n_estimators"": 800, ""learning_rate"": 0.0035132580577053505, ""max_depth"": 12, ""min_child_weight"": 3.2029466710326666, ""subsample"": 0.5, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.8, ""reg_alpha"": 2.056802466188886, ""reg_lambda"": 0.028071558132185852, ""gamma"": 0.0002516028095768919, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,203,0.859990,43.74,"{""n_estimators"": 400, ""learning_rate"": 0.03200074183504421, ""max_depth"": 8, ""min_child_weight"": 25.11807166073825, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.036590331239870884, ""reg_lambda"": 0.008732433158300322, ""gamma"": 0.00019934298312090397, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,204,0.825603,46.94,"{""n_estimators"": 600, ""learning_rate"": 0.0065005779954114065, ""max_depth"": 3, ""min_child_weight"": 1.3884508199485237, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.011737686508937226, ""reg_lambda"": 0.00011558043161352407, ""gamma"": 0.3259553105527869, ""max_bin"": 512, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,205,0.871076,30.68,"{""n_estimators"": 800, ""learning_rate"": 0.06042248664315507, ""max_depth"": 6, ""min_child_weight"": 0.7104381804974572, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.06414865503355, ""reg_lambda"": 0.21251507683400195, ""gamma"": 0.8803321242614295, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,206,0.858859,13.32,"{""n_estimators"": 2400, ""learning_rate"": 0.06475542564629409, ""max_depth"": 4, ""min_child_weight"": 2.5557350410868187, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""colsample_bylevel"": 1.0, ""reg_alpha"": 0.43441708618572983, ""reg_lambda"": 0.010941389282019806, ""gamma"": 0.0015865019984587744, ""max_bin"": 128, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
xgb,gender,207,0.873239,333.49,"{""n_estimators"": 3500, ""learning_rate"": 0.006919754673252195, ""max_depth"": 12, ""min_child_weight"": 2.9821847931773964, ""subsample"": 0.5, ""colsample_bytree"": 0.4, ""colsample_bylevel"": 0.6, ""reg_alpha"": 0.7954129891072513, ""reg_lambda"": 0.9058918157582974, ""gamma"": 0.00012665409658201712, ""max_bin"": 256, ""tree_method"": ""hist"", ""random_state"": 42, ""n_jobs"": -1, ""verbosity"": 0, ""early_stopping_rounds"": 50, ""eval_metric"": ""auc"", ""objective"": ""binary:logistic""}"
